#,prefix,name,id,type,enumerations,substitutionGroup,balance,periodType,abstract,nillable,typedDomainRef,ext. enum domain,ext. enum linkrole,ext. enum headUsable,comment
1,dart,ReserveOfLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,dart_ReserveOfLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
2,dart,ReserveOfGainsOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,dart_ReserveOfGainsOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
3,dart,ReserveOfLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,dart_ReserveOfLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
4,dart,ReserveOfGainsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,dart_ReserveOfGainsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
5,dart,GovernmentGrantsCashAndCashEquivalentsGross,dart_GovernmentGrantsCashAndCashEquivalentsGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
6,dart,AllowanceForDoubtfulAcccountCurrentFinanceLeaseReceivables,dart_AllowanceForDoubtfulAcccountCurrentFinanceLeaseReceivables,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
7,dart,ShortTermDeferredAncillaryIncomeForLoans,dart_ShortTermDeferredAncillaryIncomeForLoans,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
8,dart,AllowanceForDoubtfulAcccountShortTermDeferredAncillaryIncomeForLoans,dart_AllowanceForDoubtfulAcccountShortTermDeferredAncillaryIncomeForLoans,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
9,dart,ReceivablesOnConstructionContracts,dart_ReceivablesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
10,dart,AllowanceForDoubtfulAcccountReceivablesOnConstructionContracts,dart_AllowanceForDoubtfulAcccountReceivablesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
11,dart,ReceivablesRealestateSales,dart_ReceivablesRealestateSales,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
12,dart,AllowanceForDoubtfulAcccountReceivablesRealestateSales,dart_AllowanceForDoubtfulAcccountReceivablesRealestateSales,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
13,dart,ReceivablesAgent,dart_ReceivablesAgent,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
14,dart,AllowanceForDoubtfulAcccountReceivablesAgent,dart_AllowanceForDoubtfulAcccountReceivablesAgent,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
15,dart,AllowanceForDoubtfulAcccountShortTermPrepaidExpenses,dart_AllowanceForDoubtfulAcccountShortTermPrepaidExpenses,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
16,dart,ShortTermPrepaidConstructionCosts,dart_ShortTermPrepaidConstructionCosts,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
17,dart,AllowanceForDoubtfulAcccountShortTermPrepaidConstructionCosts,dart_AllowanceForDoubtfulAcccountShortTermPrepaidConstructionCosts,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
18,dart,LeaseholdDeposits,dart_LeaseholdDeposits,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
19,dart,AllowanceForDoubtfulAcccountLeaseholdDeposits,dart_AllowanceForDoubtfulAcccountLeaseholdDeposits,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
20,dart,ShortTermContractReserve,dart_ShortTermContractReserve,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
21,dart,CurrentWorkoutReceivable,dart_CurrentWorkoutReceivable,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
22,dart,ShortTermDueFromCustomersForContractWork,dart_ShortTermDueFromCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
23,dart,AllowanceForDoubtfulAcccountShortTermDueFromCustomersForContractWork,dart_AllowanceForDoubtfulAcccountShortTermDueFromCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
24,dart,ShortTermLoans,dart_ShortTermLoans,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
25,dart,AllowanceForDoubtfulAcccountShortTermLoans,dart_AllowanceForDoubtfulAcccountShortTermLoans,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
26,dart,ExperimentMaterialGross,dart_ExperimentMaterialGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
27,dart,AccumulatedImpairmentLossExperimentMaterialGross,dart_AccumulatedImpairmentLossExperimentMaterialGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
28,dart,SemiFinishedGoodsGross,dart_SemiFinishedGoodsGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
29,dart,AccumulatedImpairmentLossSemiFinishedGoodsGross,dart_AccumulatedImpairmentLossSemiFinishedGoodsGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
30,dart,ByProductGross,dart_ByProductGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
31,dart,AccumulatedImpairmentLossByProductGross,dart_AccumulatedImpairmentLossByProductGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
32,dart,FinishedHousingGross,dart_FinishedHousingGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
33,dart,AccumulatedImpairmentLossFinishedHousingGross,dart_AccumulatedImpairmentLossFinishedHousingGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
34,dart,LotGross,dart_LotGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
35,dart,AccumulatedImpairmentLossLotGross,dart_AccumulatedImpairmentLossLotGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
36,dart,CurrentFinancialAssetHeldForTrading,dart_CurrentFinancialAssetHeldForTrading,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
37,dart,CurrentFinancialAssetDesignationAsAtFairValueThroughProfitOrLoss,dart_CurrentFinancialAssetDesignationAsAtFairValueThroughProfitOrLoss,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
38,dart,CurrentDerivativeAsset,dart_CurrentDerivativeAsset,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
39,dart,CurrentFirmCommitmentAsset,dart_CurrentFirmCommitmentAsset,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
40,dart,CurrentEmissionRight,dart_CurrentEmissionRight,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
41,dart,GovernmentGrantsCurrentEmissionRight,dart_GovernmentGrantsCurrentEmissionRight,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
42,dart,AccumulatedImpairmentLossCurrentEmissionRight,dart_AccumulatedImpairmentLossCurrentEmissionRight,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
43,dart,PresentValueDiscountsNoncurrentFinanceLeaseReceivable,dart_PresentValueDiscountsNoncurrentFinanceLeaseReceivable,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
44,dart,AllowanceForDoubtfulAcccountNoncurrentFinanceLeaseReceivable,dart_AllowanceForDoubtfulAcccountNoncurrentFinanceLeaseReceivable,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
45,dart,LongTermDeferredAncillaryIncomeForLoans,dart_LongTermDeferredAncillaryIncomeForLoans,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
46,dart,PresentValueDiscountsLongTermDeferredAncillaryIncomeForLoans,dart_PresentValueDiscountsLongTermDeferredAncillaryIncomeForLoans,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
47,dart,AllowanceForDoubtfulAcccountLongTermDeferredAncillaryIncomeForLoans,dart_AllowanceForDoubtfulAcccountLongTermDeferredAncillaryIncomeForLoans,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
48,dart,LongTermReceivablesOnConstructionContracts,dart_LongTermReceivablesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
49,dart,PresentValueDiscountsLongTermReceivablesOnConstructionContracts,dart_PresentValueDiscountsLongTermReceivablesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
50,dart,AllowanceForDoubtfulAcccountLongTermReceivablesOnConstructionContracts,dart_AllowanceForDoubtfulAcccountLongTermReceivablesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
51,dart,LongTermReceivablesRealestateSales,dart_LongTermReceivablesRealestateSales,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
52,dart,PresentValueDiscountsLongTermReceivablesRealestateSales,dart_PresentValueDiscountsLongTermReceivablesRealestateSales,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
53,dart,AllowanceForDoubtfulAcccountLongTermReceivablesRealestateSales,dart_AllowanceForDoubtfulAcccountLongTermReceivablesRealestateSales,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
54,dart,LongTermReceivablesAgent,dart_LongTermReceivablesAgent,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
55,dart,PresentValueDiscountsLongTermReceivablesAgent,dart_PresentValueDiscountsLongTermReceivablesAgent,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
56,dart,AllowanceForDoubtfulAcccountLongTermReceivablesAgent,dart_AllowanceForDoubtfulAcccountLongTermReceivablesAgent,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
57,dart,LongTermLoansGross,dart_LongTermLoansGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
58,dart,PresentValueDiscountsLongTermLoansGross,dart_PresentValueDiscountsLongTermLoansGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
59,dart,AllowanceForDoubtfulAcccountLongTermLoansGross,dart_AllowanceForDoubtfulAcccountLongTermLoansGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
60,dart,LongTermLeaseholdDeposits,dart_LongTermLeaseholdDeposits,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
61,dart,PresentValueDiscountsLongTermLeaseholdDeposits,dart_PresentValueDiscountsLongTermLeaseholdDeposits,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
62,dart,AllowanceForDoubtfulAcccountLongTermLeaseholdDeposits,dart_AllowanceForDoubtfulAcccountLongTermLeaseholdDeposits,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
63,dart,LongTermDueFromCustomersForContractWork,dart_LongTermDueFromCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
64,dart,PresentValueDiscountsLongTermDueFromCustomersForContractWork,dart_PresentValueDiscountsLongTermDueFromCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
65,dart,AllowanceForDoubtfulAcccountLongTermDueFromCustomersForContractWork,dart_AllowanceForDoubtfulAcccountLongTermDueFromCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
66,dart,LongTermContractReserve,dart_LongTermContractReserve,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
67,dart,PresentValueDiscountsLongTermContractReserve,dart_PresentValueDiscountsLongTermContractReserve,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
68,dart,AllowanceForDoubtfulAcccountLongTermContractReserve,dart_AllowanceForDoubtfulAcccountLongTermContractReserve,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
69,dart,NonCurrentWorkoutReceivable,dart_NonCurrentWorkoutReceivable,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
70,dart,BuildingIncidentalFacilitiesGross,dart_BuildingIncidentalFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
71,dart,GovernmentGrantsBuildingIncidentalFacilitiesGross,dart_GovernmentGrantsBuildingIncidentalFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
72,dart,AccumulatedDepreciationBuildingIncidentalFacilitiesGross,dart_AccumulatedDepreciationBuildingIncidentalFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
73,dart,AccumulatedImpairmentLossBuildingIncidentalFacilitiesGross,dart_AccumulatedImpairmentLossBuildingIncidentalFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
74,dart,FittingGross,dart_FittingGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
75,dart,GovernmentGrantsFittingGross,dart_GovernmentGrantsFittingGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
76,dart,AccumulatedDepreciationFittingGross,dart_AccumulatedDepreciationFittingGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
77,dart,AccumulatedImpairmentLossFittingGross,dart_AccumulatedImpairmentLossFittingGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
78,dart,SupplyFacilitiesGross,dart_SupplyFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
79,dart,GovernmentGrantsSupplyFacilitiesGross,dart_GovernmentGrantsSupplyFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
80,dart,AccumulatedDepreciationSupplyFacilitiesGross,dart_AccumulatedDepreciationSupplyFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
81,dart,AccumulatedImpairmentLossSupplyFacilitiesGross,dart_AccumulatedImpairmentLossSupplyFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
82,dart,ElectronicFacilitiesGross,dart_ElectronicFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
83,dart,GovernmentGrantsElectronicFacilitiesGross,dart_GovernmentGrantsElectronicFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
84,dart,AccumulatedDepreciationElectronicFacilitiesGross,dart_AccumulatedDepreciationElectronicFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
85,dart,AccumulatedImpairmentLossElectronicFacilitiesGross,dart_AccumulatedImpairmentLossElectronicFacilitiesGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
86,dart,ToolsAndEquipmentGross,dart_ToolsAndEquipmentGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
87,dart,GovernmentGrantsToolsAndEquipmentGross,dart_GovernmentGrantsToolsAndEquipmentGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
88,dart,AccumulatedDepreciationToolsAndEquipmentGross,dart_AccumulatedDepreciationToolsAndEquipmentGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
89,dart,AccumulatedImpairmentLossToolsAndEquipmentGross,dart_AccumulatedImpairmentLossToolsAndEquipmentGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
90,dart,FinanceLeaseAssetGross,dart_FinanceLeaseAssetGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
91,dart,GovernmentGrantsFinanceLeaseAssetGross,dart_GovernmentGrantsFinanceLeaseAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
92,dart,AccumulatedDepreciationFinanceLeaseAssetGross,dart_AccumulatedDepreciationFinanceLeaseAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
93,dart,AccumulatedImpairmentLossFinanceLeaseAssetGross,dart_AccumulatedImpairmentLossFinanceLeaseAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
94,dart,RentStructureGross,dart_RentStructureGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
95,dart,GovernmentGrantsRentStructureGross,dart_GovernmentGrantsRentStructureGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
96,dart,AccumulatedDepreciationRentStructureGross,dart_AccumulatedDepreciationRentStructureGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
97,dart,AccumulatedImpairmentLossRentStructureGross,dart_AccumulatedImpairmentLossRentStructureGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
98,dart,RentalAssetGross,dart_RentalAssetGross,xbrli:monetaryItemType,,xbrli:item,debit,instant,,true,,,,,
99,dart,GovernmentGrantsRentalAssetGross,dart_GovernmentGrantsRentalAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
100,dart,AccumulatedDepreciationRentalAssetGross,dart_AccumulatedDepreciationRentalAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
101,dart,AccumulatedImpairmentLossRentalAssetGross,dart_AccumulatedImpairmentLossRentalAssetGross,xbrli:monetaryItemType,,xbrli:item,credit,instant,,true,,,,,
102,dart,OtherGains,dart_OtherGains,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
103,dart,GainsOnValuationOfLongTermFinancialInstruments,dart_GainsOnValuationOfLongTermFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
104,dart,GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfIntangibleAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
105,dart,ReversalOfImpairmentLossesOnIntangibleAssets,dart_ReversalOfImpairmentLossesOnIntangibleAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
106,dart,GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
107,dart,GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfHeldForTradingFinancialAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
108,dart,GainsOnDisposalsOfFairValueFinancialLiabilities,dart_GainsOnDisposalsOfFairValueFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
109,dart,GainsOnValuationOfFairValueFinancialLiabilities,dart_GainsOnValuationOfFairValueFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
110,dart,GainsOnDisposalsOfFairValueFinancialAsset,dart_GainsOnDisposalsOfFairValueFinancialAsset,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
111,dart,GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAsset,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
112,dart,GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
113,dart,ReversalsOfImpairmentLossesOnAvailableForSaleFinancialAssets,dart_ReversalsOfImpairmentLossesOnAvailableForSaleFinancialAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
114,dart,ReversalsOfImpairmentLossesOnInvestmentProperty,dart_ReversalsOfImpairmentLossesOnInvestmentProperty,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
115,dart,GainsOnValuationOfInvestmentProperty,dart_GainsOnValuationOfInvestmentProperty,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
116,dart,GainsOnValuationOfInvestmentAssets,dart_GainsOnValuationOfInvestmentAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
117,dart,GainsOnDispositionOfReceivables,dart_GainsOnDispositionOfReceivables,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
118,dart,GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInventory,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
119,dart,GainsOnDisposalsOfOtherNonCurrentAssets,dart_GainsOnDisposalsOfOtherNonCurrentAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
120,dart,ReversalsOfImpairmentLossesOnOtherNonCurrentAssets,dart_ReversalsOfImpairmentLossesOnOtherNonCurrentAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
121,dart,GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
122,dart,RevenueContributionToConstructionNonOperating,dart_RevenueContributionToConstructionNonOperating,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
123,dart,ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
124,dart,GainsOnSaleOfInvestmentAccountedForUsingEquityMethod,dart_GainsOnSaleOfInvestmentAccountedForUsingEquityMethod,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
125,dart,ReversalsOfImpairmentLossesOnAssociates,dart_ReversalsOfImpairmentLossesOnAssociates,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
126,dart,GainsOnSaleOfInvestmentsInAssociates,dart_GainsOnSaleOfInvestmentsInAssociates,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
127,dart,GainsOnSaleOfInvestmentsInSubsidiaries,dart_GainsOnSaleOfInvestmentsInSubsidiaries,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
128,dart,ReversalsOfProvisionsForProductWarranties,dart_ReversalsOfProvisionsForProductWarranties,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
129,dart,ReversalsOfProvisionsForConstructionWarranty,dart_ReversalsOfProvisionsForConstructionWarranty,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
130,dart,ReversalsOfProvisionsForReturnedGoods,dart_ReversalsOfProvisionsForReturnedGoods,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
131,dart,ReversalsOfProvisionsForConstructionLosses,dart_ReversalsOfProvisionsForConstructionLosses,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
132,dart,ReversalsOfWarrantyProvision,dart_ReversalsOfWarrantyProvision,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
133,dart,ReversalsOfLegalProceedingsProvision,dart_ReversalsOfLegalProceedingsProvision,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
134,dart,ReversalsOfOnerousContractsProvision,dart_ReversalsOfOnerousContractsProvision,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
135,dart,ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
136,dart,IncomeTaxRefunds,dart_IncomeTaxRefunds,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
137,dart,GainsOnReimbursementOrCompensation,dart_GainsOnReimbursementOrCompensation,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
138,dart,ByproductsProceeds,dart_ByproductsProceeds,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
139,dart,AmortizationOnNegativeGoodwill,dart_AmortizationOnNegativeGoodwill,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
140,dart,GainsFromRedemptionOfBonds,dart_GainsFromRedemptionOfBonds,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
141,dart,RoyaltyIncome,dart_RoyaltyIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
142,dart,LentIncome,dart_LentIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
143,dart,BountyIncome,dart_BountyIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
144,dart,GainsFromResearchSupportFund,dart_GainsFromResearchSupportFund,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
145,dart,DelinquentChargeIncome,dart_DelinquentChargeIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
146,dart,FreightIncome,dart_FreightIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
147,dart,OperatingLeaseRevenuesNonOperating,dart_OperatingLeaseRevenuesNonOperating,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
148,dart,GainsFromAssetsContributed,dart_GainsFromAssetsContributed,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
149,dart,GainOnExemptionOfDebts,dart_GainOnExemptionOfDebts,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
150,dart,RetirementPensionOperatingIncome,dart_RetirementPensionOperatingIncome,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
151,dart,GainsOnFuturesTransaction,dart_GainsOnFuturesTransaction,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
152,dart,GainsOnTransactionOfForeignExchangeForward,dart_GainsOnTransactionOfForeignExchangeForward,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
153,dart,GainsOnValuationOfForeignExchangeForward,dart_GainsOnValuationOfForeignExchangeForward,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
154,dart,GainsOnTransactionOfDerivativeFinancialInstrument,dart_GainsOnTransactionOfDerivativeFinancialInstrument,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
155,dart,GainsOnValuationOfDerivativeFinancialInstrument,dart_GainsOnValuationOfDerivativeFinancialInstrument,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
156,dart,DividendIncomeNonOperating,dart_DividendIncomeNonOperating,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
157,dart,GainsFromCommission,dart_GainsFromCommission,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
158,dart,GainArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_GainArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
159,dart,GainsFromBreachOfContract,dart_GainsFromBreachOfContract,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
160,dart,LossesOnValuationOfLongTermFinancialInstruments,dart_LossesOnValuationOfLongTermFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
161,dart,LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfIntangibleAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
