#,prefix,name,id,type,enumerations,substitutionGroup,balance,periodType,abstract,nillable,typedDomainRef,ext. enum domain,ext. enum linkrole,ext. enum headUsable,comment
860,dart,AdjustmentsForIncreasedecreaseInOtherProvisions,dart_AdjustmentsForIncreasedecreaseInOtherProvisions,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
861,dart,AdjustmentsForIncreasedecreaseInWarrantyProvision,dart_AdjustmentsForIncreasedecreaseInWarrantyProvision,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
862,dart,AdjustmentsForIncreasedecreaseInRestructuringProvision,dart_AdjustmentsForIncreasedecreaseInRestructuringProvision,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
863,dart,AdjustmentsForIncreaseDecreaseInConstructionLossesProvision,dart_AdjustmentsForIncreaseDecreaseInConstructionLossesProvision,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
864,dart,AdjustmentsForIncreasedecreaseInLegalProceedingsProvision,dart_AdjustmentsForIncreasedecreaseInLegalProceedingsProvision,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
865,dart,AdjustmentsForIncreasedecreaseInOnerousContractsProvision,dart_AdjustmentsForIncreasedecreaseInOnerousContractsProvision,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
866,dart,AdjustmentsForIncreasedecreaseInProvisionForDecommissioningRestorationAndRehabilitationCosts,dart_AdjustmentsForIncreasedecreaseInProvisionForDecommissioningRestorationAndRehabilitationCosts,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
867,dart,AdjustmentsForIncreasedecreaseInMiscellaneousOtherProvisions,dart_AdjustmentsForIncreasedecreaseInMiscellaneousOtherProvisions,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
868,dart,AdjustmentsForIncreasedecreaseInLongTermTradeAndOtherNonCurrentPayables,dart_AdjustmentsForIncreasedecreaseInLongTermTradeAndOtherNonCurrentPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
869,dart,AdjustmentsForIncreasedecreaseInLongTermTradePayables,dart_AdjustmentsForIncreasedecreaseInLongTermTradePayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
870,dart,AdjustmentsForIncreasedecreaseInLongTermOtherPayables,dart_AdjustmentsForIncreasedecreaseInLongTermOtherPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
871,dart,AdjustmentsForIncreasedecreaseInLongTermAccruedExpenses,dart_AdjustmentsForIncreasedecreaseInLongTermAccruedExpenses,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
872,dart,AdjustmentsForIncreasedecreaseInLongTermGuaranteeDepositRent,dart_AdjustmentsForIncreasedecreaseInLongTermGuaranteeDepositRent,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
873,dart,AdjustmentsForIncreasedecreaseInLongTermWithholdingsBanks,dart_AdjustmentsForIncreasedecreaseInLongTermWithholdingsBanks,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
874,dart,AdjustmentsForIncreasedecreaseInLongTermAdvancesCustomers,dart_AdjustmentsForIncreasedecreaseInLongTermAdvancesCustomers,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
875,dart,AdjustmentsForIncreasedecreaseInTradeAndOtherCurrentPayables,dart_AdjustmentsForIncreasedecreaseInTradeAndOtherCurrentPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
876,dart,AdjustmentsForIncreasedecreaseInShortTermTradePayables,dart_AdjustmentsForIncreasedecreaseInShortTermTradePayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
877,dart,AdjustmentsForIncreaseDecreaseInDueToCustomersForContractWork,dart_AdjustmentsForIncreaseDecreaseInDueToCustomersForContractWork,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
878,dart,AdjustmentsForIncreaseDecreaseInFinanceLeaseLiabilities,dart_AdjustmentsForIncreaseDecreaseInFinanceLeaseLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
879,dart,AdjustmentsForIncreasedecreaseInShortTermOtherPayables,dart_AdjustmentsForIncreasedecreaseInShortTermOtherPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
880,dart,AdjustmentsForIncreasedecreaseInShortTermAccruedExpenses,dart_AdjustmentsForIncreasedecreaseInShortTermAccruedExpenses,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
881,dart,AdjustmentsForIncreasedecreaseInShortTermGuaranteeDepositRent,dart_AdjustmentsForIncreasedecreaseInShortTermGuaranteeDepositRent,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
882,dart,AdjustmentsForIncreasedecreaseInShortTermWithholdings,dart_AdjustmentsForIncreasedecreaseInShortTermWithholdings,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
883,dart,AdjustmentsForIncreaseDecreaseInCurrentValueAddedTaxPayables,dart_AdjustmentsForIncreaseDecreaseInCurrentValueAddedTaxPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
884,dart,AdjustmentsForIncreasedecreaseInShortTermAdvancesCustomers,dart_AdjustmentsForIncreasedecreaseInShortTermAdvancesCustomers,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
885,dart,AdjustmentsForIncreaseDecreaseInAdvancesOnConstructionContracts,dart_AdjustmentsForIncreaseDecreaseInAdvancesOnConstructionContracts,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
886,dart,AdjustmentsForIncreasedecreaseInPaymentsOfIncomeTaxesPayable,dart_AdjustmentsForIncreasedecreaseInPaymentsOfIncomeTaxesPayable,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
887,dart,AdjustmentsForIncreaseDecreaseInWorkoutPayables,dart_AdjustmentsForIncreaseDecreaseInWorkoutPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
888,dart,AdjustmentsForIncreasedecreaseInOtherPayables,dart_AdjustmentsForIncreasedecreaseInOtherPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
889,dart,AdjustmentsForIncreasedecreaseInAccruedExpenses,dart_AdjustmentsForIncreasedecreaseInAccruedExpenses,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
890,dart,AdjustmentsForIncreasedecreaseInGuaranteeDepositRent,dart_AdjustmentsForIncreasedecreaseInGuaranteeDepositRent,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
891,dart,AdjustmentsForIncreasedecreaseInWithholdingsBanks,dart_AdjustmentsForIncreasedecreaseInWithholdingsBanks,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
892,dart,AdjustmentsForIncreasedecreaseInAdvancesCustomers,dart_AdjustmentsForIncreasedecreaseInAdvancesCustomers,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
893,dart,AdjustmentsForIncreaseDecreaseInIncomeReceivedInAdvance,dart_AdjustmentsForIncreaseDecreaseInIncomeReceivedInAdvance,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
894,dart,AdjustmentsForIncreaseDecreaseInLongTermIncomeReceivedInAdvance,dart_AdjustmentsForIncreaseDecreaseInLongTermIncomeReceivedInAdvance,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
895,dart,AdjustmentsForIncreasedecreaseInNonCurrentPayables,dart_AdjustmentsForIncreasedecreaseInNonCurrentPayables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
896,dart,AdjustmentsForIncreasedecreaseInDeferredTaxLiabilities,dart_AdjustmentsForIncreasedecreaseInDeferredTaxLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
897,dart,AdjustmentsForIncreasedecreaseInCurrentTaxLiabilities,dart_AdjustmentsForIncreasedecreaseInCurrentTaxLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
898,dart,AdjustmentsForIncreaseDecreaseInDerivativeLiabilities,dart_AdjustmentsForIncreaseDecreaseInDerivativeLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
899,dart,AdjustmentsForIncreaseDecreaseInOtherNonCurrentLiabilities,dart_AdjustmentsForIncreaseDecreaseInOtherNonCurrentLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
900,dart,AdjustmentsForIncreasedecreaseInOtherNonCurrentFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherNonCurrentFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
901,dart,AdjustmentsForIncreasedecreaseInOtherCurrentFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherCurrentFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
902,dart,AdjustmentsForIncreasedecreaseInOtherFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
903,dart,AdjustmentsForIncreasedecreaseInOtherNonCurrentNonFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherNonCurrentNonFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
904,dart,AdjustmentsForIncreasedecreaseInOtherCurrentNonFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherCurrentNonFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
905,dart,AdjustmentsForIncreasedecreaseInOtherNonFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherNonFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
906,dart,AdjustmentsForIncreasedecreaseInPostemploymentBenefitObligations,dart_AdjustmentsForIncreasedecreaseInPostemploymentBenefitObligations,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
907,dart,AdjustmentsForIncreasedecreaseInPresentValueOfDefinedBenefitObligation,dart_AdjustmentsForIncreasedecreaseInPresentValueOfDefinedBenefitObligation,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
908,dart,AdjustmentsForDecreaseincreaseInFairValueOfPlanAssets,dart_AdjustmentsForDecreaseincreaseInFairValueOfPlanAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
909,dart,AdjustmentsForIncreaseDecreaseInFinancialGuaranteeLiabilities,dart_AdjustmentsForIncreaseDecreaseInFinancialGuaranteeLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
910,dart,AdjustmentsForDecreaseincreaseInOtherCurrentFinancialAssetsAndOtherCurrentNonFinancialAssets,dart_AdjustmentsForDecreaseincreaseInOtherCurrentFinancialAssetsAndOtherCurrentNonFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
911,dart,AdjustmentsForIncreasedecreaseInOtherCurrentFinancialLiabilitiesAndOtherCurrentNonFinancialLiabilities,dart_AdjustmentsForIncreasedecreaseInOtherCurrentFinancialLiabilitiesAndOtherCurrentNonFinancialLiabilities,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
912,dart,DecreaseInGuaranteeDeposits,dart_DecreaseInGuaranteeDeposits,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
913,dart,IncreaseInGuaranteeDeposits,dart_IncreaseInGuaranteeDeposits,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
914,dart,IncreaseInEquityInvestments,dart_IncreaseInEquityInvestments,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
915,dart,DecreaseInEquityInvestments,dart_DecreaseInEquityInvestments,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
916,dart,ProceedsFromCustomerContributionToConstructionCosts,dart_ProceedsFromCustomerContributionToConstructionCosts,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
917,dart,RepaymentOfCustomerContributionToConstructionCosts,dart_RepaymentOfCustomerContributionToConstructionCosts,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
918,dart,ProceedsFromCompensation,dart_ProceedsFromCompensation,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
919,dart,RepaymentOfCompensation,dart_RepaymentOfCompensation,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
920,dart,ProceedsFromSalesOfLand,dart_ProceedsFromSalesOfLand,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
921,dart,ProceedsFromSalesOfBuildings,dart_ProceedsFromSalesOfBuildings,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
922,dart,ProceedsFromSalesOfStructure,dart_ProceedsFromSalesOfStructure,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
923,dart,ProceedsFromSalesOfMachinery,dart_ProceedsFromSalesOfMachinery,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
924,dart,ProceedsFromSalesOfVehicles,dart_ProceedsFromSalesOfVehicles,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
925,dart,ProceedsFromSalesOfShips,dart_ProceedsFromSalesOfShips,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
926,dart,ProceedsFromSalesOfAircraft,dart_ProceedsFromSalesOfAircraft,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
927,dart,ProceedsFromSalesOfMotorVehicles,dart_ProceedsFromSalesOfMotorVehicles,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
928,dart,ProceedsFromSalesOfFixturesAndFittings,dart_ProceedsFromSalesOfFixturesAndFittings,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
929,dart,ProceedsFromSalesOfOfficeEquipment,dart_ProceedsFromSalesOfOfficeEquipment,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
930,dart,ProceedsFromSalesOfTangibleExplorationAndEvaluationAssets,dart_ProceedsFromSalesOfTangibleExplorationAndEvaluationAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
931,dart,ProceedsFromSalesOfConstructionInProgress,dart_ProceedsFromSalesOfConstructionInProgress,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
932,dart,ProceedsFromSalesOfFinanceLeaseAssets,dart_ProceedsFromSalesOfFinanceLeaseAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
933,dart,ProceedsFromSalesOfOtherPropertyPlantAndEquipment,dart_ProceedsFromSalesOfOtherPropertyPlantAndEquipment,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
934,dart,ProceedsFromSalesOfGoodwill,dart_ProceedsFromSalesOfGoodwill,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
935,dart,ProceedsFromSalesOfIntangibleAssetsOtherThanGoodwill,dart_ProceedsFromSalesOfIntangibleAssetsOtherThanGoodwill,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
936,dart,ProceedsFromSalesOfBrandNames,dart_ProceedsFromSalesOfBrandNames,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
937,dart,ProceedsFromSalesOfIntangibleExplorationAndEvaluationAssets,dart_ProceedsFromSalesOfIntangibleExplorationAndEvaluationAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
938,dart,ProceedsFromSalesOfMastheadsAndPublishingTitles,dart_ProceedsFromSalesOfMastheadsAndPublishingTitles,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
939,dart,ProceedsFromSalesOfComputerSoftware,dart_ProceedsFromSalesOfComputerSoftware,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
940,dart,ProceedsFromSalesOfLicencesAndFranchises,dart_ProceedsFromSalesOfLicencesAndFranchises,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
941,dart,ProceedsFromSalesOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,dart_ProceedsFromSalesOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
942,dart,ProceedsFromSalesOfRecipesFormulaeModelsDesignsAndPrototypes,dart_ProceedsFromSalesOfRecipesFormulaeModelsDesignsAndPrototypes,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
943,dart,ProceedsFromSalesOfIntangibleAssetsUnderDevelopment,dart_ProceedsFromSalesOfIntangibleAssetsUnderDevelopment,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
944,dart,ProceedsFromSalesOfOtherIntangibleAssets,dart_ProceedsFromSalesOfOtherIntangibleAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
945,dart,ProceedsFromSalesOfNonCurrentBiologicalAssets,dart_ProceedsFromSalesOfNonCurrentBiologicalAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
946,dart,ProceedsFromSalesOfCurrentBiologicalAssets,dart_ProceedsFromSalesOfCurrentBiologicalAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
947,dart,ProceedsFromSalesOfOtherNonCurrentFinancialAssets,dart_ProceedsFromSalesOfOtherNonCurrentFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
948,dart,ProceedsFromSalesOfNonCurrentAvailableForSaleFinancialAssets,dart_ProceedsFromSalesOfNonCurrentAvailableForSaleFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
949,dart,ProceedsFromSalesOfNonCurrentFinancialAssetsHeldToMaturity,dart_ProceedsFromSalesOfNonCurrentFinancialAssetsHeldToMaturity,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
950,dart,ProceedsFromSalesOfNonCurrentFairValueFinancialAsset,dart_ProceedsFromSalesOfNonCurrentFairValueFinancialAsset,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
951,dart,ProceedsFromSalesOfLongTermLoansAndReceivables,dart_ProceedsFromSalesOfLongTermLoansAndReceivables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
952,dart,DecreaseInLoans,dart_DecreaseInLoans,xbrli:monetaryItemType,,xbrli:item,debit,duration,,true,,,,,
953,dart,ProceedsFromSalesOfLongTermFinancialInstruments,dart_ProceedsFromSalesOfLongTermFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
954,dart,ProceedsFromSalesOfOtherCurrentFinancialAssets,dart_ProceedsFromSalesOfOtherCurrentFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
955,dart,ProceedsFromSalesOfCurrentAvailableForSaleFinancialAssets,dart_ProceedsFromSalesOfCurrentAvailableForSaleFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
956,dart,ProceedsFromSalesOfCurrentFinancialAssetsHeldToMaturity,dart_ProceedsFromSalesOfCurrentFinancialAssetsHeldToMaturity,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
957,dart,ProceedsFromSalesOfCurrentFairValueFinancialAsset,dart_ProceedsFromSalesOfCurrentFairValueFinancialAsset,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
958,dart,ProceedsFromSalesOfShortTermLoansAndReceivables,dart_ProceedsFromSalesOfShortTermLoansAndReceivables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
959,dart,ProceedsFromSalesOfShortTermFinancialInstruments,dart_ProceedsFromSalesOfShortTermFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
960,dart,ProceedsFromSalesOfOtherFinancialAssets,dart_ProceedsFromSalesOfOtherFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
961,dart,ProceedsFromSalesOfAvailableForSaleFinancialAssets,dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
962,dart,ProceedsFromSalesOfFinancialAssetsHeldToMaturity,dart_ProceedsFromSalesOfFinancialAssetsHeldToMaturity,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
963,dart,ProceedsFromSalesOfFairValueFinancialAsset,dart_ProceedsFromSalesOfFairValueFinancialAsset,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
964,dart,ProceedsFromSalesOfLoansAndReceivables,dart_ProceedsFromSalesOfLoansAndReceivables,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
965,dart,ProceedsFromSalesOfFinancialInstruments,dart_ProceedsFromSalesOfFinancialInstruments,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
966,dart,ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,dart_ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
967,dart,ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
968,dart,ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,dart_ProceedsFromSalesOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
969,dart,ProceedsFromSalesOfLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,dart_ProceedsFromSalesOfLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
970,dart,ProceedsFromSalesOfInvestmentsInSubsidiariesJointVenturesAndAssociates,dart_ProceedsFromSalesOfInvestmentsInSubsidiariesJointVenturesAndAssociates,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
971,dart,ProceedsFromSalesOfInvestmentsInSubsidiaries,dart_ProceedsFromSalesOfInvestmentsInSubsidiaries,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
972,dart,ProceedsFromSalesOfInvestmentsInJointVentures,dart_ProceedsFromSalesOfInvestmentsInJointVentures,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
973,dart,ProceedsFromSalesOfInvestmentsInAssociates,dart_ProceedsFromSalesOfInvestmentsInAssociates,xbrli:monetaryItemType,,xbrli:item,debit,duration,false,true,,,,,
974,dart,PurchaseOfLand,dart_PurchaseOfLand,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
975,dart,PurchaseOfBuildings,dart_PurchaseOfBuildings,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
976,dart,PurchaseOfStructure,dart_PurchaseOfStructure,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
977,dart,PurchaseOfMachinery,dart_PurchaseOfMachinery,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
978,dart,PurchaseOfVehicles,dart_PurchaseOfVehicles,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
979,dart,PurchaseOfShips,dart_PurchaseOfShips,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
980,dart,PurchaseOfAircraft,dart_PurchaseOfAircraft,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
981,dart,PurchaseOfMotorVehicles,dart_PurchaseOfMotorVehicles,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
982,dart,PurchaseOfFixturesAndFittings,dart_PurchaseOfFixturesAndFittings,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
983,dart,PurchaseOfOfficeEquipment,dart_PurchaseOfOfficeEquipment,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
984,dart,PurchaseOfTangibleExplorationAndEvaluationAssets,dart_PurchaseOfTangibleExplorationAndEvaluationAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
985,dart,PurchaseOfConstructionInProgress,dart_PurchaseOfConstructionInProgress,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
986,dart,PurchaseOfFinanceLeaseAssets,dart_PurchaseOfFinanceLeaseAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,,true,,,,,
987,dart,PurchaseOfOtherPropertyPlantAndEquipment,dart_PurchaseOfOtherPropertyPlantAndEquipment,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
988,dart,PurchaseOfGoodwill,dart_PurchaseOfGoodwill,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
989,dart,PurchaseOfIntangibleAssetsOtherThanGoodwill,dart_PurchaseOfIntangibleAssetsOtherThanGoodwill,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
990,dart,PurchaseOfBrandNames,dart_PurchaseOfBrandNames,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
991,dart,PurchaseOfIntangibleExplorationAndEvaluationAssets,dart_PurchaseOfIntangibleExplorationAndEvaluationAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
992,dart,PurchaseOfMastheadsAndPublishingTitles,dart_PurchaseOfMastheadsAndPublishingTitles,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
993,dart,PurchaseOfComputerSoftware,dart_PurchaseOfComputerSoftware,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
994,dart,PurchaseOfLicencesAndFranchises,dart_PurchaseOfLicencesAndFranchises,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
995,dart,PurchaseOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,dart_PurchaseOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
996,dart,PurchaseOfRecipesFormulaeModelsDesignsAndPrototypes,dart_PurchaseOfRecipesFormulaeModelsDesignsAndPrototypes,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
997,dart,PurchaseOfIntangibleAssetsUnderDevelopment,dart_PurchaseOfIntangibleAssetsUnderDevelopment,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
998,dart,PurchaseOfOtherIntangibleAssets,dart_PurchaseOfOtherIntangibleAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
999,dart,PurchaseOfNonCurrentBiologicalAssets,dart_PurchaseOfNonCurrentBiologicalAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
1000,dart,PurchaseOfCurrentBiologicalAssets,dart_PurchaseOfCurrentBiologicalAssets,xbrli:monetaryItemType,,xbrli:item,credit,duration,false,true,,,,,
