LinkRole,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-D210000,,,,,,,,,
Definition,"[D210000] 재무상태표, 유동/비유동법 - 연결 | Statement of financial position, current/non-current - Consolidated financial statements",,,,,,,,,
prefix,name,label,depth,order,priority,weight,parent,arcrole,systemid,comment
dart,ExpenseOfProvisionForConstructionLosses,공사손실충당부채전입액,4,32.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ExpenseOfWarrantyProvision,제품보증충당부채전입액,4,33.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ExpenseOfLegalProceedingsProvision,법적소송충당부채전입액,4,34.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ExpenseOfOnerousContractsProvision,손실부담계약충당부채전입액,4,35.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,TransferToRserveForLossFromCompensationOfDamage,손해배상충당부채전입액,4,36.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,CompensationForDamage,손해배상금,4,37.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,OtherExpenseOfProvisions,기타충당부채의 전입액,4,38.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,WritedownsOfInventories,재고자산평가손실,4,39.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,AllowanceForOtherDoubtfulAccounts,기타의대손상각비,4,40.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesFromRedemptionOfBonds,사채상환손실,4,41.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnExemptionOfDebts,채무면제손실,4,42.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnFuturesTransaction,선물거래손실,4,43.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnTransactionOfForeignExchangeForward,통화선도거래손실,4,44.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfForeignExchangeForward,통화선도평가손실,4,45.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnTransactionOfDerivativeFinancialInstrument,파생금융상품거래손실,4,46.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfDerivativeFinancialInstrument,파생금융상품평가손실,4,47.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,소멸된 금융부채의 장부금액과 지급된 금액 사이의 차이에서 발생한 손실,4,48.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,LossesOnLitigationSettlements,소송사건손실,4,49.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,Donations,기부금,4,50.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossOnForeignExchangeTranslations,외화환산손실,4,51.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,NetForeignExchangeLoss,순외환차손,4,52.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,MiscellaneousLosses,잡손실,4,53.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ImpairmentLossDeterminedInAccordanceWithIFRS9,K-IFRS 1109에 따라 결정된 손상차손,4,54.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesArisingFromDifferenceBetweenPreviousAmortisedCostAndFairValueOfFinancialAssetsReclassifiedOutOfAmortisedCostIntoFairValueThroughProfitOrLossMeasurementCategory,상각후원가에서 당기손익-공정가치 측정 범주로 재분류된 금융자산의 상각후원가와 공정가치의 차이로 생기는 손실,4,55.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,CumulativeLossPreviouslyRecognisedInOtherComprehensiveIncomeArisingFromReclassificationOfFinancialAssetsOutOfFairValueThroughOtherComprehensiveIncomeIntoFairValueThroughProfitOrLossMeasurementCategory,기타포괄손익-공정가치에서 당기손익-공정가치 측정 금융자산으로 재분류시 기타포괄손익누적액 중 당기손익으로 재분류되는 손실,4,56.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,HedgingLossesForHedgeOfGroupOfItemsWithOffsettingRiskPositions,순포지션 위험회피손실,4,57.0 ,0,1.0 ,dart:OtherLosses,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,FinanceIncome,금융수익,3,4.0 ,0,1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,InterestIncomeFinanceIncome,이자수익(금융수익),4,1.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnSaleOfInvestmentsInAssociatesFinancialIncome,관계기업/공동기업투자처분이익(금융수익),4,2.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsFromFinancialGuaranteeFinancialIncome,금융보증(계약)수익,4,3.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,OtherFinanceIncome,기타금융수익,4,4.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnDisposalsOfShortTermFinancialInstrumentsFinancialIncome,단기금융상품처분이익(금융수익),4,5.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfShortTermFinancialInstrumentsFinancialIncome,단기금융상품평가이익(금융수익),4,6.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnDisposalsOfHeldForTradingFinancialAssetsFinancialIncome,단기매매금융자산처분이익(금융수익),4,7.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfHeldForTradingFinancialAssetsFinancialIncome,단기매매금융자산평가이익(금융수익),4,8.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfShortTermInvestmentAssetsFinancialIncome,단기투자자산평가이익(금융수익),4,9.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,당기손익인식금융자산처분이익(금융수익),4,10.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfFairValueFinancialAssetFinancialIncome,당기손익인식금융자산평가이익(금융수익),4,11.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ReversalsOfImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialIncome,매도가능금융자산손상차손환입(금융수익),4,12.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnDisposalsOfAvailableForSaleFinancialAssetsFinancialIncome,매도가능금융자산처분이익(금융수익),4,13.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,DividendIncome,배당금수익(금융수익),4,14.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsFromRedemptionOfBondsFinancialIncome,사채상환이익(금융수익),4,15.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnForeignExchangeTranslationsFinancialIncome,외화환산이익(금융수익),4,16.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnForeignCurrencyTransactionsFiancialIncome,외환차익(금융수익),4,17.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnExemptionOfDebtsFinancialIncome,채무면제이익(금융수익),4,18.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnAdjustmentOfDebtsFinancialIncome,채무조정이익(금융수익),4,19.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnTransactionOfForeignExchangeForwardFinancialIncome,통화선도거래이익(금융수익),4,20.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfForeignExchangeForwardFinancialIncome,통화선도평가이익(금융수익),4,21.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,파생상품거래이익(금융수익),4,22.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfDerivativeLiabilitiesFinancialIncome,파생부채평가이익(금융수익),4,23.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,파생상품평가이익(금융수익),4,24.0 ,0,1.0 ,ifrs-full:FinanceIncome,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,FinanceCosts,금융원가,3,5.0 ,0,-1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,InterestExpenseFinanceExpense,이자비용(금융원가),4,1.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesFromFinancialGuaranteeFinanceExpense,금융보증비용(손실),4,2.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,FinancialCommissions,금융지급수수료,4,3.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,OtherFinanceCost,기타금융비용,4,4.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnDisposalsOfHeldForTradingFinancialAssetsFinancialExpense,단기매매금융자산처분손실(금융원가),4,5.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfHeldForTradingFinancialAssetsFinancialExpense,단기매매금융자산평가손실(금융원가),4,6.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnDisposalsOfShortTermInvestmentAssetsFinancialExpense,단기투자자산처분손실(금융원가),4,7.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfShortTermInvestmentAssetsFinancialExpense,단기투자자산평가손실(금융원가),4,8.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,당기손익인식금융자산처분손실(금융원가),4,9.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfFairValueFinancialAssetFinancialExpense,당기손익인식금융자산평가손실(금융원가),4,10.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ImpairmentLossesOnAvailableForSaleFinancialAssetsFinancialExpense,매도가능금융자산손상차손(금융원가),4,11.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnDisposalsOfAvailableForSaleFinancialAssetsFinancialExpense,매도가능금융자산처분손실(금융원가),4,12.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnDispositionOfReceivablesFinancialExpense,매출채권처분손실(금융원가),4,13.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,FinancialGuaranteeFinancialExpense,보증료(금융원가),4,14.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesFromRedemptionOfBondsFinancialExpense,사채상환손실(금융원가),4,15.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesFromAdjustmentOfBondsFinancialExpense,사채조정손실(금융원가),4,16.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnForeignExchangeTranslationsFinancialExpense,외화환산손실(금융원가),4,17.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnForeignCurrencyTransactionsFiancialExpense,외환차손(금융원가),4,18.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnTransactionOfForeignExchangeForwardFinancialExpense,통화선도거래손실(금융원가),4,19.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfForeignExchangeForwardFiancialExpense,통화선도평가손실(금융원가),4,20.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,파생상품거래손실(금융원가),4,21.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,파생상품평가손실(금융원가),4,22.0 ,0,1.0 ,ifrs-full:FinanceCosts,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,상각후원가로 측정하는 금융자산의 제거에서 발생한 이익,3,6.0 ,0,1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,상각후원가로 측정하는 금융자산의 제거에서 발생한 손실,3,7.0 ,0,-1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,분배할 비현금자산의 장부금액과 미지급배당금의 장부금액의 차이,3,8.0 ,0,-1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,GainsLossesOnNetMonetaryPosition,순화폐성자산에 대한 이익(손실),3,9.0 ,0,1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,상각후원가 측정범주에서 당기손익-공정가치 측정범주로 재분류된 금융자산의 이전 상각후원가와 공정가치 간 차이에서 생기는 차손익,3,10.0 ,0,1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,IncomeTaxExpenseContinuingOperations,법인세비용(수익),2,2.0 ,0,-1.0 ,ifrs-full:ProfitLossFromContinuingOperations,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProfitLossFromDiscontinuedOperations,중단영업이익(손실),1,2.0 ,0,1.0 ,ifrs-full:ProfitLoss,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
,,,,,,,,,,
,,,,,,,,,,
LinkRole,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-D310005,,,,,,,,,
Definition,"[D310005] 손익계산서, 기능별 분류 - 별도 | Income statement, by function of expense - Separate financial statements",,,,,,,,,
prefix,name,label,depth,order,priority,weight,parent,arcrole,systemid,comment
ifrs-full,BasicEarningsLossPerShare,기본주당이익(손실),0,,,,,,,
ifrs-full,BasicEarningsLossPerShareFromContinuingOperations,계속영업기본주당이익(손실),1,1.0 ,0,1.0 ,ifrs-full:BasicEarningsLossPerShare,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,BasicEarningsLossPerShareFromDiscontinuedOperations,중단영업기본주당이익(손실),1,2.0 ,0,1.0 ,ifrs-full:BasicEarningsLossPerShare,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,DilutedEarningsLossPerShare,희석주당이익(손실),0,,,,,,,
ifrs-full,DilutedEarningsLossPerShareFromContinuingOperations,계속영업희석주당이익(손실),1,1.0 ,0,1.0 ,ifrs-full:DilutedEarningsLossPerShare,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,DilutedEarningsLossPerShareFromDiscontinuedOperations,중단영업희석주당이익(손실),1,2.0 ,0,1.0 ,ifrs-full:DilutedEarningsLossPerShare,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProfitLoss,당기순이익(손실),0,,,,,,,
ifrs-full,ProfitLossFromContinuingOperations,계속영업이익(손실),1,1.0 ,0,1.0 ,ifrs-full:ProfitLoss,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProfitLossBeforeTax,법인세비용차감전순이익(손실),2,1.0 ,0,1.0 ,ifrs-full:ProfitLossFromContinuingOperations,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,OperatingIncomeLoss,영업이익(손실),3,1.0 ,0,1.0 ,ifrs-full:ProfitLossBeforeTax,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,GrossProfit,매출총이익,4,1.0 ,0,1.0 ,dart:OperatingIncomeLoss,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,Revenue,수익(매출액),5,1.0 ,0,1.0 ,ifrs-full:GrossProfit,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,RevenueFromSaleOfGoods,재화의 판매로 인한 수익(매출액),6,1.0 ,0,1.0 ,ifrs-full:Revenue,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsProduct,제품매출액,7,1.0 ,0,1.0 ,ifrs-full:RevenueFromSaleOfGoods,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsMerchandise,상품매출액,7,2.0 ,0,1.0 ,ifrs-full:RevenueFromSaleOfGoods,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsRawMaterial,원재료매출액,7,3.0 ,0,1.0 ,ifrs-full:RevenueFromSaleOfGoods,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsFishing,어획물매출액,7,4.0 ,0,1.0 ,ifrs-full:RevenueFromSaleOfGoods,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsTire,타이어매출,7,5.0 ,0,1.0 ,ifrs-full:RevenueFromSaleOfGoods,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,RevenueFromRenderingOfServices,용역의 제공으로 인한 수익(매출액),6,2.0 ,0,1.0 ,ifrs-full:Revenue,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromServices,용역매출액,7,1.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesGame,게임매출액,7,2.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesEducation,교육사업매출액,7,3.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesFinanceBusiness,금융업매출액,7,4.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsGasRecharge,가스충전매출액,7,5.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesBroadcastBusiness,방송사업매출액,7,6.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesBroadcastProgram,방송프로그램 매출액,7,7.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesDistribution,물류매출액,7,8.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesRental,임대수익,7,9.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesProcession,임가공매출,7,10.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesMovieShow,영화상영수익,7,11.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromSaleOfGoodsFood,외식사업매출액,7,12.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesTransportation,운송매출,7,13.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesMaintenance,정비매출,7,14.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesCommission,수수료매출,7,15.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromRenderingOfServicesEducationInstitute,학원매출,7,16.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromNaturalResourcesExploration,해외자원개발수입,7,17.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RevenueFromHotelService,호텔매출액,7,18.0 ,0,1.0 ,ifrs-full:RevenueFromRenderingOfServices,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,RevenueFromConstructionContracts,건설계약으로 인한 수익(매출액),6,3.0 ,0,1.0 ,ifrs-full:Revenue,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
