LinkRole,http://dart.fss.or.kr/role/ifrs/dart_2024-06-30_role-D210000,,,,,,,,,
Definition,"[D210000] 재무상태표, 유동/비유동법 - 연결 | Statement of financial position, current/non-current - Consolidated financial statements",,,,,,,,,
prefix,name,label,depth,order,priority,weight,parent,arcrole,systemid,comment
dart,PurchaseOfBuildings,건물의 취득,3,78.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfStructure,구축물의 취득,3,79.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfMachinery,기계장치의 취득,3,80.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfVehicles,차량운반구의 취득,3,81.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfShips,선박의 취득,3,82.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfAircraft,비행기의 취득,3,83.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfMotorVehicles,자동차의 취득,3,84.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfFixturesAndFittings,집기의 취득,3,85.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOfficeEquipment,사무용비품의 취득,3,86.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfTangibleExplorationAndEvaluationAssets,유형탐사평가자산의 취득,3,87.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfConstructionInProgress,건설중인자산의 취득,3,88.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfFinanceLeaseAssets,금융리스자산의 취득,3,89.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOtherPropertyPlantAndEquipment,기타유형자산의 취득,3,90.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfInvestmentProperty,투자부동산의 취득,3,91.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,투자활동으로 분류된 무형자산의 취득,3,92.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfGoodwill,영업권의 취득,3,93.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfIntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산의 취득,3,94.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfBrandNames,브랜드명의 취득,3,95.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfIntangibleExplorationAndEvaluationAssets,무형탐사평가자산의 취득,3,96.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfMastheadsAndPublishingTitles,제호와 출판표제의 취득,3,97.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfComputerSoftware,컴퓨터소프트웨어의 취득,3,98.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfLicencesAndFranchises,라이선스와 프랜차이즈의 취득,3,99.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights,"저작권, 특허권, 기타 산업재산권, 용역운영권의 취득",3,100.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfRecipesFormulaeModelsDesignsAndPrototypes,"조리법, 공식, 모형, 설계 및 시제품의 취득",3,101.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfIntangibleAssetsUnderDevelopment,개발 중인 무형자산의 취득,3,102.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOtherIntangibleAssets,기타무형자산의 취득,3,103.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentBiologicalAssets,비유동생물자산의 취득,3,104.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfCurrentBiologicalAssets,유동생물자산의 취득,3,105.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfBiologicalAssets,생물자산의 취득,3,106.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOtherNonCurrentFinancialAssets,기타비유동금융자산의 취득,3,107.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentAvailableForSaleFinancialAssets,비유동매도가능금융자산의 취득,3,108.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentFinancialAssetsHeldToMaturity,비유동만기보유금융자산의 취득,3,109.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentFairValueFinancialAsset,비유동당기손익인식금융자산의 취득,3,110.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfLongTermLoansAndReceivables,장기대여금및수취채권의 취득,3,111.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,IncreaseInLoans,대여금의 증가,3,112.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfLongTermFinancialInstruments,장기금융상품의 취득,3,113.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOtherCurrentFinancialAssets,기타유동금융자산의 취득,3,114.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfCurrentAvailableForSaleFinancialAssets,유동매도가능금융자산의 취득,3,115.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfCurrentFinancialAssetsHeldToMaturity,유동만기보유금융자산의 취득,3,116.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfCurrentFairValueFinancialAsset,유동당기손익인식금융자산의 취득,3,117.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfShortTermLoansAndReceivables,단기대여금및수취채권의 취득,3,118.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfShortTermFinancialInstruments,단기금융상품의 취득,3,119.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfOtherFinancialAssets,기타금융자산의 취득,3,120.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfAvailableforsaleFinancialAssets,매도가능금융자산의 취득,3,121.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfFinancialAssetsHeldToMaturity,만기보유금융자산의 취득,3,122.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfFairValueFinancialAsset,당기손익인식금융자산의 취득,3,123.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfLoansAndReceivables,대여금및수취채권의 취득,3,124.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfFinancialInstruments,금융상품의 취득,3,125.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단의 취득,3,126.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정으로 분류된 비유동자산이나 처분자산집단의 취득,3,127.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단의 취득,3,128.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,매각예정으로 분류된 처분자산집단에 포함된 부채의 취득,3,129.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfInterestsInInvestmentsAccountedForUsingEquityMethod,지분법적용 투자지분의 취득,3,130.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfInvestmentsInSubsidiariesJointVenturesAndAssociates,"종속기업, 조인트벤처와 관계기업에 대한 투자자산의 취득",3,131.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfInvestmentsInSubsidiaries,종속기업에 대한 투자자산의 취득,3,132.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfInvestmentsInJointVentures,조인트벤처에 대한 투자자산의 취득,3,133.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PurchaseOfInvestmentsInAssociates,관계기업에 대한 투자자산의 취득,3,134.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromOtherLongtermAssetsClassifiedAsInvestingActivities,투자활동으로 분류된 기타장기성자산의 처분,3,135.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PurchaseOfOtherLongtermAssetsClassifiedAsInvestingActivities,투자활동으로 분류된 기타 장기성 자산의 취득,3,136.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,투자활동으로 분류된 정부보조금,3,137.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentOfGovernmentGrantsClassifiedAsInvestingActivities,"정부보조금의 상환, 투자활동",3,138.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,CashPaymentsForDiscontinuedOperations,중단영업으로 인한 현금유출,3,139.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,CashReceiptsFromDiscontinuedOperations,중단영업으로 인한 현금유입,3,140.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,CashAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,투자활동으로 분류된 제3자에 대한 선급금 및 대여금,3,141.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,CashReceiptsFromRepaymentOfAdvancesAndLoansMadeToOtherPartiesClassifiedAsInvestingActivities,투자활동으로 분류된 제3자에 대한 선급금 및 대여금의 회수에 따른 현금유입,3,142.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,CashPaymentsForFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,"선물계약, 선도계약, 옵션계약, 스왑계약에 따른 현금지급, 투자활동",3,143.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,CashReceiptsFromFutureContractsForwardContractsOptionContractsAndSwapContractsClassifiedAsInvestingActivities,"선물계약, 선도계약, 옵션계약, 스왑계약에 따른 현금수취, 투자활동",3,144.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,DividendsReceivedClassifiedAsInvestingActivities,투자활동으로 분류된 배당금 수취,3,145.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,InterestPaidClassifiedAsInvestingActivities,투자활동으로 분류된 이자지급,3,146.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,InterestReceivedClassifiedAsInvestingActivities,투자활동으로 분류된 이자수취,3,147.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,IncomeTaxesPaidRefundClassifiedAsInvestingActivities,투자활동으로 분류된 법인세납부(환급),3,148.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,투자활동으로 분류된 기타의 현금유입(유출),3,149.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInInvestingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,CashFlowsFromUsedInFinancingActivities,재무활동현금흐름,2,3.0 ,0,1.0 ,ifrs-full:IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromChangesInOwnershipInterestsInSubsidiaries,지배력을 상실하지 않는 종속기업에 대한 소유지분의 변동으로 인한 현금유입,3,1.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PaymentsFromChangesInOwnershipInterestsInSubsidiaries,지배력을 상실하지 않는 종속기업에 대한 소유지분의 변동으로 인한 지급,3,2.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromIssuingShares,주식의 발행,3,3.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromIssuingConvertibleBonds,상환우선주 발행,3,4.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentOfConvertibleBonds,상환우선주 상환,3,5.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromStockRedemption,감자로 인한 현금유입,3,6.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PaymentForStockRedemption,감자로 인한 현금유출,3,7.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PaymentForStockIssueCost,신주발행비 지급,3,8.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromIssuingOtherEquityInstruments,기타지분상품의 발행에 따른 현금유입,3,9.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PaymentsToAcquireOrRedeemEntitysShares,주식의 취득이나 상환에 따른 현금유출,3,10.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,PaymentsOfOtherEquityInstruments,기타지분상품에 대한 현금유출,3,11.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromBorrowingsClassifiedAsFinancingActivities,재무활동으로 분류된 차입금,3,12.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,재무활동으로 분류된 차입금의 상환,3,13.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromShortTermBorrowings,단기차입금의 증가,3,14.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfShortTermBorrowings,단기차입금의 상환,3,15.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromLongTermBorrowings,장기차입금의 증가,3,16.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfLongTermBorrowings,장기차입금의 상환,3,17.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromBonds,사채의 증가,3,18.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfBonds,사채의 상환,3,19.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromConvertibleBonds,전환사채의 증가,3,20.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfConvertibleBonds,전환사채의 감소,3,21.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromBondWithWarrant,신주인수권부사채의 증가,3,22.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfBondWithWarrant,신주인수권부사채의 감소,3,23.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromExchangeableBond,교환사채의 증가,3,24.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,RepaymentsOfExchangeableBond,교환사채의 감소,3,25.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PaymentForBondIssueExpenses,사채발행비 지급,3,26.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromExerciseOfConvertibleRightOrWarrant,전환권/신주인수권 행사로 인한 현금유입,3,27.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromExerciseOfShareOptions,주식선택권행사로 인한 현금유입,3,28.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,AcquisitionOfTreasuryShares,자기주식의 취득으로 인한 현금의 유출,3,29.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,DispositionOfTreasuryShares,자기주식의 처분,3,30.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,"금융리스부채의 지급, 재무활동으로 분류된",3,31.0 ,0,-1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
dart,ProceedsFromFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,금융리스부채의 증가,3,32.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
ifrs-full,ProceedsFromGovernmentGrantsClassifiedAsFinancingActivities,재무활동으로 분류된 정부보조금,3,33.0 ,0,1.0 ,ifrs-full:CashFlowsFromUsedInFinancingActivities,http://www.xbrl.org/2003/arcrole/summation-item,dart_all_2024-06-30_cal.xml,
