2024 DART Taxonomy('24.9.26.),,,,,
,업종,구분,별도/연결 구분,Link,주석 명칭(Label)
,비금융업,주석,별도,'Presentation Link'!A23999,[D835115] 주석 - 법인세 - 별도 | Notes - Income taxes - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A24150,[D836200] 주석 - 차입원가 - 연결 | Notes - Borrowing costs - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A24169,[D836205] 주석 - 차입원가 - 별도 | Notes - Borrowing costs - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A24188,[D836500] 주석 - 보험계약 - 연결 | Notes - Insurance contracts - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A24599,[D836505] 주석 - 보험계약 - 별도 | Notes - Insurance contracts - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A25010,[D836600] 주석 - 보험계약 (IFRS 17) - 연결 | Notes - Insurance contracts (IFRS 17) - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A25444,[D836605] 주석 - 보험계약 (IFRS 17) - 별도 | Notes - Insurance contracts (IFRS 17) - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A25878,[D838000] 주석 - 주당이익 - 연결 | Notes - Earnings per share - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A25968,[D838005] 주석 - 주당이익 - 별도 | Notes - Earnings per share - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26058,[D842000] 주석 - 환율변동효과 - 연결 | Notes - Effects of changes in foreign exchange rates - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26084,[D842005] 주석 - 환율변동효과 - 별도 | Notes - Effects of changes in foreign exchange rates - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26110,[D851100] 주석 - 현금흐름표 - 연결 | Notes - Cash flow statement - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26294,[D851105] 주석 - 현금흐름표 - 별도 | Notes - Cash flow statement - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26478,[D861000] 주석 - 기타포괄손익의 항목별 분석 - 연결 | Notes - Analysis of other comprehensive income by item - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26565,[D861005] 주석 - 기타포괄손익의 항목별 분석 - 별도 | Notes - Analysis of other comprehensive income by item - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26652,"[D861200] 주석 - 자본금, 적립금, 기타지분 - 연결 | Notes - Share capital, reserves and other equity interest - Consolidated financial statements"
,비금융업,주석,별도,'Presentation Link'!A26719,"[D861205] 주석 - 자본금, 적립금, 기타지분 - 별도 | Notes - Share capital, reserves and other equity interest - Separate financial statements"
,비금융업,주석,연결,'Presentation Link'!A26786,[D861300] 주석 - 이익잉여금 처분계산서 - 연결 | Notes - Statement of Appropriation of Retained Earnings - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26822,[D861305] 주석 - 이익잉여금 처분계산서 - 별도 | Notes - Statement of Appropriation of Retained Earnings - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26858,[D861310] 주석 - 배당금 - 연결 | Notes - Dividends - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26885,[D861315] 주석 - 배당금 - 별도 | Notes - Dividends - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26912,[D861400] 주석 - 기타자본구성요소 - 연결 | Notes - Other Elements Of Stockholder's Equity - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A26938,[D861405] 주석 - 기타자본구성요소 - 별도 | Notes - Other Elements Of Stockholder's Equity - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A26964,"[D868200] 주석 - 사후처리, 복구, 정화를 위한 기금에서 발생한 지분에 대한 권리 - 연결 | Notes - Rights to interests arising from decommissioning, restoration and environmental rehabilitation funds - Consolidated financial statements"
,비금융업,주석,별도,'Presentation Link'!A26976,"[D868205] 주석 - 사후처리, 복구, 정화를 위한 기금에서 발생한 지분에 대한 권리 - 별도 | Notes - Rights to interests arising from decommissioning, restoration and environmental rehabilitation funds - Separate financial statements"
,비금융업,주석,연결,'Presentation Link'!A26988,[D868500] 주석 - 조합원 지분과 유사지분 - 연결 | Notes - Members' shares in co-operative entities and similar instruments - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A27000,[D868505] 주석 - 조합원 지분과 유사지분 - 별도 | Notes - Members' shares in co-operative entities and similar instruments - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A27012,[D871100] 주석 - 영업부문 - 연결 | Notes - Operating segments - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A27099,[D871105] 주석 - 영업부문 - 별도 | Notes - Operating segments - Separate financial statements
,비금융업,주석,연결,'Presentation Link'!A27186,[D880000] 주석 - 추가정보 - 연결 | Notes - Additional information - Consolidated financial statements
,비금융업,주석,별도,'Presentation Link'!A27226,[D880005] 주석 - 추가정보 - 별도 | Notes - Additional information - Separate financial statements
,비금융업,주석,별도,'Presentation Link'!A27266,[D999001] 보고서정보 - 문서 정보 | Document Information
,비금융업,주석,별도,'Presentation Link'!A27282,[D999002] 보고서정보 - 기간 정보 | Period Information
,비금융업,주석,별도,'Presentation Link'!A27301,[D999003] 보고서정보 - 감사 정보 | Audit Information
,비금융업,주석,별도,'Presentation Link'!A27326,[D999004] 보고서정보 - 기업 정보 | Entity Information
,비금융업,주석,별도,'Presentation Link'!A27348,[D999005] 보고서정보 - 주소 정보 | Entity Address Information
,비금융업,주석,별도,'Presentation Link'!A27361,[D999006] 보고서정보 - 작성자 정보 | Author Information
,비금융업,주석,별도,'Presentation Link'!A27380,[D999007] 보고서정보 - 재무제표 정보 | Financial Statement Information
,금융업(은행),재무제표 본문,연결,'Presentation Link'!A27397,"[DB220000] 재무상태표, 은행 - 연결 | Statement of Financial Position, Deposit Based - Consolidated financial statements"
,금융업(은행),재무제표 본문,별도,'Presentation Link'!A27485,"[DB220005] 재무상태표, 은행 - 별도 | Statement of Financial Position, Deposit Based - Separate financial statements"
,금융업(은행),재무제표 본문,연결,'Presentation Link'!A27570,"[DB320000] 포괄손익계산서, 은행 - 연결 | Statement of Comprehensive Income, Deposit Based - Consolidated financial statements"
,금융업(은행),재무제표 본문,별도,'Presentation Link'!A27707,"[DB320005] 포괄손익계산서, 은행 - 별도 | Statement of Comprehensive Income, Deposit Based - Separate financial statements"
